nama_barang,tipe,rata_rata_per_hari,frekuensi_total,tanggal_terakhir_digunakan,id_barang
Plester Hypafix Gunting verban,alat,1.0,1,2025-05-02,A878458
Plester Hypavik,alat,1.0,1,2025-11-21,A547875
Plester Hypavik,bahan,1.0,1,2025-11-21,B547875
Plester Kasa Verban kapas,bahan,1.0,1,2025-05-15,B576599
Plester dan gunting,alat,1.0,1,2025-09-16,A273544
Plester gips/ perekat,alat,1.0,1,2025-02-20,A753558
Plester gips/ perekat,bahan,1.0,1,2025-02-20,B753558
Plester gips/ perekat (2 pcs),bahan,1.0,1,2025-02-18,B571590
Plester gips/perekat,alat,1.0,1,2025-04-29,A794963
Plester hipoalergenic 1 kotak,bahan,1.0,1,2025-11-02,B151408
Plester hipoalergenik,alat,1.0,3,2025-12-02,A080137
Plester hipoalergenik,bahan,2.14,7,2025-12-18,B080137
Plester hypavix Metcovazim hijau NaCl 0,bahan,1.25,4,2025-12-11,B103845
Plester hypoallergenic,bahan,1.0,5,2025-11-08,B767326
Plester hypoallergenict (4 pcs),bahan,1.0,5,2025-09-18,B914210
Plester traksi / adhesive tape khusus traksi,bahan,1.38,8,2025-12-11,B431188
Plester traksi / traction tape,bahan,1.0,1,2025-07-02,B814565
Plester traksi / traction tape Perban elastis atau perban kasa Kapas,bahan,1.57,7,2025-12-02,B169058
Plester transparan,bahan,2.33,3,2025-12-09,B794347
Plester transparan (1 pcs),alat,1.0,1,2025-08-28,A958415
Plester transparan (1 pcs),bahan,1.0,1,2025-08-28,B958415
Plester transparan (Tegaderm),bahan,1.0,5,2025-11-08,B100750
Plester/hipafix,bahan,1.0,1,2025-03-04,B304232
Plester/hipafix 2 pcs,alat,1.33,3,2025-12-03,A888360
Plesterin 1,alat,1.0,1,2025-10-17,A918086
Polio (OPV/IPV) Campak / MR Alkohol swab (70) Kapas / kasa steril Sarung tangan bersih Masker medis,bahan,1.0,1,2025-01-10,B757905
Positioning (Posisi Pasien) Alat bantu,alat,1.5,2,2025-04-24,A500688
Positioning (Posisi Pasien) Alat bantu,bahan,1.5,2,2025-04-24,B500688
Povidone iodine (bila diperlukan) Plester,bahan,1.0,1,2025-10-15,B796813
Povidone iodine (perawatan tali pusat bila perlu),bahan,1.0,2,2025-02-10,B726834
Povidone iodine / chlorhexidine Lubrikant steril (gel lidokain / jelly) Spuit 10 cc,bahan,1.5,2,2025-02-25,B400746
Povidone iodine / chlorhexidine Plester/Hypafix,bahan,2.2,15,2025-11-19,B067633
Pulse Oximetri,alat,1.0,1,2025-09-15,A870700
Pulse oximeter,alat,1.22,9,2025-08-21,A135093
Pulse oximeter (1),alat,1.0,1,2025-08-22,A688125
Pulse oximeter Jam/stopwatch Infus stand,alat,1.0,3,2025-01-22,A969067
Pulse oximeter Refleks hammer,alat,1.0,1,2025-01-08,A563644
Pulse oximeter neonatal (bila tersedia) Pengukur panjang badan bayi Penghisap lendir (bulb suction / suction set),alat,1.0,1,2025-08-21,A480305
Pulse oximeter pediatrik,alat,1.0,3,2025-08-18,A698177
Pulse oximeter pediatrik Alat resusitasi bayi/anak Lampu sorot / penlight,alat,5.0,2,2025-07-11,A285982
Pulse oximeter pediatrik Timbangan bayi / timbangan anak,alat,1.5,2,2025-07-31,A712017
Pulse oximeter pediatrik Timbangan bayi / timbangan anak Alat ukur panjang badan / tinggi badan,bahan,1.0,1,2025-05-08,B043586
RL 1 kolf,bahan,1.0,1,2025-07-28,B234103
RL NACL,bahan,1.0,1,2025-07-30,B220255
RL simulasi),bahan,1.0,1,2025-08-15,B978128
RM (2 pcs),bahan,1.0,1,2025-04-03,B230090
Reflek Hammer,alat,1.25,4,2025-11-19,A065298
Reflek hamer,alat,1.0,1,2025-10-10,A619900
Reflek hammer,alat,1.29,31,2025-12-11,A073879
Reflek hammer,bahan,1.0,11,2025-11-03,B073879
Reflek hammer ( 4 pcs),alat,1.33,6,2025-12-08,A182962
Reflek hammer (1 pcs),alat,1.0,1,2025-11-20,A778487
Refleks hammer,alat,1.0,2,2025-08-18,A162618
Refleks hammer ( 4 pcs ),alat,1.0,1,2025-06-02,A564434
Refleks hammer (3pcs),alat,1.5,2,2025-04-25,A661148
Refleks hammer (4 pcs) Dinamometer (4pcs),alat,1.0,1,2025-02-13,A711173
Refleks hammer (palu refleks) Kapas halus,alat,1.5,2,2025-12-02,A444301
Refleks hammer Pulse oximeter,alat,1.0,1,2025-07-30,A307897
Refleks hammer Tongue spatel,bahan,1.0,1,2025-05-08,B299569
Reflex hammer (palu refleks) Penlight / senter,alat,2.0,1,2025-11-13,A874675
Reflex harmer,alat,1.2,5,2025-09-30,A214039
Residu lambung,alat,1.0,2,2025-11-08,A520119
Ringer Laktat),bahan,1.0,1,2025-07-02,B377795
Roll/kain gulung (untuk posisi lateral atau semi fowler),alat,1.5,2,2025-04-24,A425146
Roll/kain gulung (untuk posisi lateral atau semi fowler),bahan,1.5,2,2025-04-24,B425146
Rotavirus),bahan,1.0,1,2025-08-13,B541392
SMILE,alat,1.0,1,2025-08-13,A204036
Sabun,alat,1.0,2,2025-10-29,A112168
Sabun,bahan,1.0,5,2025-10-23,B112168
Sabun Mandi,bahan,1.0,1,2025-11-19,B227902
Sabun atau shampoo,alat,1.0,1,2025-03-20,A528678
Sabun bayi 1,alat,1.0,2,2025-08-10,A987052
Sabun bayi cair (hypoallergenic) Sampo bayi,bahan,1.0,1,2025-10-13,B790825
Sabun cair,bahan,1.33,3,2025-01-22,B589780
Sabun cuci piring,alat,1.0,2,2025-11-21,A306823
Sabun cuci tangan / hand sanitizer Leaflet/Media edukasi ibu hamil,bahan,1.0,4,2025-03-02,B098795
Sabun dan shampoo,alat,1.0,1,2025-10-13,A588722
Sabun mandi bayi (1pcs),bahan,1.0,1,2025-12-09,B984060
Sabun mandi cair Waslap / kain lap Sampo,bahan,1.0,4,2025-10-31,B789625
Sabun mandi dan shampoo Handuk mandi,bahan,2.0,1,2025-08-10,B858296
Sabun/lotion 1 bh,bahan,1.0,2,2025-10-10,B491499
Safety Box,alat,1.0,2,2025-08-13,A391949
Safety Box,bahan,1.0,1,2025-08-13,B391949
Safety Box (1pcs),alat,1.0,1,2025-08-14,A265110
Safety box,alat,1.0,5,2025-11-08,A656507
Safety box (pembuangan benda tajam),alat,1.0,1,2025-01-10,A854636
Salep anti bakteri (k/p),alat,1.0,1,2025-07-25,A125125
Salep anti bakteri (k/p),bahan,1.0,1,2025-07-28,B125125
Salep anti bakteri (k/p) (1 pcs) Kantung sampah infeksius (1 pcs) Sarung tangan steril (2 pcs),bahan,1.0,1,2025-07-29,B424315
Salep antibiotik,bahan,1.33,3,2025-07-02,B724795
Salep luka bakar Silver,bahan,1.0,1,2025-06-02,B560324
Salep luka bakar Silver sulfadiazine,bahan,1.0,2,2025-06-02,B310567
Salep mata,bahan,1.0,2,2025-08-22,B641257
Sampiran,alat,1.17,6,2025-12-18,A635395
Sampiran Handuk kecil Pispot dua buah Urinal,alat,1.0,1,2025-08-19,A105066
Sampiran Jam tangan,alat,1.0,1,2025-12-02,A449162
Sampiran Jam tangan,bahan,1.0,1,2025-12-02,B449162
Sampiran selimut mandi,alat,1.0,1,2025-02-27,A323734
Sampiran/skerem,alat,1.0,2,2025-12-03,A789277
Sampiran/skerem,bahan,2.0,1,2025-04-11,B789277
Sampo,bahan,1.0,1,2025-10-23,B691773
Sampo Sisir,bahan,1.0,1,2025-11-03,B112364
Sandal / sepatu pasien Pakaian bersih Handuk,bahan,1.0,1,2025-01-22,B281500
Sapu pel,alat,1.0,2,2025-11-21,A738836
Sapu tangan bersih (4 pcs),bahan,1.0,1,2025-07-30,B984523
Sarung Tangan (1pcs),alat,1.0,1,2025-08-14,A070194
Sarung Tangan Medis,alat,1.0,1,2025-08-13,A097579
Sarung Tangan Steril,bahan,1.0,1,2025-09-10,B082856
Sarung bantal,alat,1.0,1,2025-06-05,A662371
Sarung tangan,alat,1.0,4,2025-08-09,A501662
Sarung tangan (1 kotak) Kapas (1 com),bahan,1.2,5,2025-10-20,B358687
Sarung tangan 1 kotak Handuk bayi 2,bahan,1.0,1,2025-08-10,B860868
Sarung tangan 1 kotak Kapas 1 kom,bahan,1.25,4,2025-12-18,B073042
Sarung tangan Masker,bahan,1.0,1,2025-10-29,B796308
Sarung tangan Steril,bahan,1.0,1,2025-08-22,B961884
Sarung tangan Steril Masker,alat,2.0,1,2025-10-09,A172533
Sarung tangan Steril Masker dan google,bahan,1.0,1,2025-10-09,B134575
Sarung tangan bersih,alat,1.6,15,2025-12-09,A937349
Sarung tangan bersih,bahan,1.57,14,2025-12-11,B937349
Sarung tangan bersih (non steril) Hand sanitizer / sabun cuci tangan Kapas dan kasa steril,bahan,1.0,2,2025-06-09,B620409
Sarung tangan bersih (non steril) Hand sanitizer / sabun cuci tangan Masker medis,bahan,1.0,3,2025-10-15,B978569
Sarung tangan bersih 1 kotak,bahan,1.0,1,2025-11-02,B597209
Sarung tangan bersih 1 pasang,alat,1.75,4,2025-12-02,A580268
Sarung tangan bersih 1 pasang,bahan,1.0,1,2025-12-02,B580268
Sarung tangan bersih Hand sanitizer Alkohol swab,bahan,1.0,1,2025-08-15,B769752
Sarung tangan bersih Hand sanitizer Masker,bahan,1.5,2,2025-10-17,B346675
Sarung tangan bersih Hand sanitizer Masker medis,bahan,1.0,1,2025-08-14,B488499
Sarung tangan bersih Plester,bahan,1.0,2,2025-09-05,B109686
Sarung tangan bersih Tisu,bahan,1.33,9,2025-12-11,B170798
Sarung tangan bersih atau steril (4 pasang),bahan,1.0,1,2025-07-30,B083558
Sarung tangan bersih sekali pakai,alat,1.33,9,2025-08-05,A886595
Sarung tangan bersih sekali pakai Perlak pengalas,alat,1.0,1,2025-05-15,A429781
Sarung tangan bersih steril Hand sanitizer,bahan,1.0,6,2025-10-27,B143623
Sarung tangan bersih steril Hand sanitizer / sabun cuci tangan Masker medis,bahan,2.0,10,2025-10-22,B668531
Sarung tangan bersih steril Masker APD lengkap Antiseptik (alkohol 70) Vitamin K1 injeksi,bahan,1.0,1,2025-08-20,B495694
Sarung tangan bersih steril Masker medis,bahan,1.12,16,2025-12-18,B556483
Sarung tangan bersih/steril,bahan,1.0,1,2025-10-13,B492493
Sarung tangan bersih/steril Kasa steril,bahan,1.0,1,2025-03-14,B996094
Sarung tangan bersih/steril Masker,alat,1.0,2,2025-11-26,A314608
Sarung tangan bersih/steril Masker,bahan,1.0,2,2025-11-26,B314608
Sarung tangan bersiih,alat,1.0,1,2025-10-14,A910519
Sarung tangan medis,alat,1.0,2,2025-07-05,A153338
Sarung tangan medis,bahan,1.0,2,2025-07-05,B153338
Sarung tangan sekali pakai (lateks atau nitril),alat,1.0,1,2025-10-29,A430281
Sarung tangan steril,alat,1.53,15,2025-12-18,A071063
Sarung tangan steril,bahan,1.89,9,2025-10-09,B071063
Sarung tangan steril (4 set),alat,2.0,1,2025-12-09,A548409
Sarung tangan steril 1 pasang,alat,1.0,4,2025-12-02,A181742
Sarung tangan steril 1 pasang,bahan,1.0,1,2025-12-02,B181742
Sarung tangan steril 2 pasang,bahan,1.0,1,2025-11-02,B289968
Sarung tangan steril Kateter urine sesuai ukuran,bahan,1.0,1,2025-08-19,B767851
Sarung tangan steril Pot,alat,1.0,1,2025-03-13,A795755
Sarung tangan steril Sarung tangan bersih Masker medis,bahan,1.0,1,2025-08-20,B960909
Sarung tangan steril bersih Hand sanitizer / sabun cuci tangan Masker medis,bahan,1.0,1,2025-10-30,B391013
Sarung tangan steril bersih Kassa steril,bahan,1.0,2,2025-11-02,B730697
Satandar infus dan gunting perban Bengkok 1 pcs,alat,1.0,2,2025-06-10,A008475
Satu pasang sarung tangan bersih,alat,1.0,1,2025-09-16,A400975
Satu set alat glukocheck merek autocheck,alat,1.0,1,2025-01-24,A231111
Saturasi Oksigen OPA,alat,1.0,2,2025-07-28,A930414
Scalpvei (2 pcs),alat,1.0,1,2025-12-09,A622577
Scoop strecher,alat,1.0,1,2025-12-02,A839379
Scoop strecher 1,bahan,1.0,1,2025-12-02,B765123
Seelanf Suction,alat,1.0,1,2025-08-14,A447479
Sehat IndonesiaKu (ASIK),alat,1.0,1,2025-08-13,A208436
Selang NGT (4),alat,1.0,1,2025-10-09,A889494
Selang NGT (sesuai usia/ukuran) Spuit 2050 ml (catheter tip) Stetoskop,alat,1.0,1,2025-08-21,A066060
Selang NGT (ukuran sesuai usia,alat,1.0,1,2025-10-17,A473658
Selang NGT (ukuran sesuai usia dewasa/anak/bayi),alat,1.25,4,2025-12-12,A779511
Selang NGT no 16 atau 18 (untuk dewasa),bahan,1.0,2,2025-10-14,B948930
Selang NGT no 16 atau 18 (untuk dewasa) Spuit 50 cc,alat,1.0,1,2025-09-16,A549880
Selang NGT no 16 atau 18 (untuk dewasa) Spuit 50 cc,bahan,1.0,1,2025-09-16,B549880
Selang Suction,bahan,1.0,1,2025-09-10,B789850
Selang infus (infusion set) Tourniquet (karet pembendung) Spuit,bahan,1.0,1,2025-07-02,B882964
Selang infus manometer,bahan,1.0,1,2025-08-27,B306497
Selang kateter,alat,1.0,1,2025-05-16,A356062
Selang masker non-rebreathing (1),alat,1.0,1,2025-04-17,A771268
Selang masker rebreathing Flowmeter oksigen (1),alat,1.0,1,2025-04-17,A695797
Selang peenyambung Suction,alat,1.0,1,2025-08-14,A594712
Selang suction,alat,1.0,1,2025-05-08,A079668
Selang suction (2 pcs),bahan,1.0,1,2025-04-03,B740114
Seli,alat,1.0,2,2025-12-08,A566023
Seli,bahan,1.0,2,2025-12-08,B566023
Selimut,alat,2.0,5,2025-12-19,A062905
Selimut,bahan,1.0,2,2025-04-25,B062905
Selimut (1),alat,1.0,1,2024-12-06,A091416
Selimut (2 buah),alat,1.0,1,2025-01-30,A626990
Selimut / kain penutup Handrub / sabun cuci tangan,bahan,1.0,3,2025-10-31,B743715
Selimut / kain penutup Handrub / sabun cuci tangan Tempat sampah medis,alat,1.0,4,2025-10-31,A719914
Selimut / kain penutup Handrub / sabun cuci tangan Tempat sampah medis,bahan,1.0,1,2025-08-10,B719914
Selimut 1,alat,1.0,3,2025-08-04,A764605
Selimut Bantal,bahan,1.0,4,2025-01-24,B136663
Selimut atau bantal kecil (4 pcs),bahan,1.0,1,2025-07-30,B502174
Selimut bayi,alat,1.0,2,2025-10-10,A054661
Selimut bayi,bahan,1.0,4,2025-10-09,B054661
Selimut dan topi bayi,alat,1.25,8,2025-12-18,A954118
Selimut dan topi bayi,bahan,1.0,2,2025-12-02,B954118
Selimut hangat,alat,1.0,1,2025-10-11,A780839
Selimut mandi,alat,1.0,3,2025-11-18,A855397
Selimut mandi,bahan,1.0,1,2025-11-18,B855397
Selimut mandi Larutan antiseptik,alat,1.0,1,2025-10-31,A526018
Selimut mandi Larutan antiseptik,bahan,1.0,1,2025-10-31,B526018
Selimut mandi Tempat pakaian kotor Bengkok,alat,1.0,1,2025-03-13,A263311
Selimut pengganti,alat,1.0,1,2025-08-22,A221082
Selimut/kain penutup,alat,1.0,10,2025-11-19,A351486
Selimut/kain penutup Bed pan/pispot 1 buah dan bengkok 1 buah,bahan,1.0,6,2025-11-03,B656561
Selimut/kain penutup kasa,bahan,1.0,1,2025-03-19,B156990
Selimutt ganti,alat,1.0,2,2025-12-08,A828295
Selimutt ganti,bahan,1.0,2,2025-12-08,B828295
Selmut mandi 2pcs,alat,1.0,1,2025-02-26,A088882
Selmut mandi 2pcs,bahan,1.0,1,2025-02-26,B088882
Sendok,alat,1.0,1,2025-03-17,A415527
Sendok Garpu (3 pasang),alat,1.0,1,2025-02-13,A046779
Senter kecil (jika diperlukan),alat,1.0,5,2025-11-08,A859066
Senter/lampu periksa Penggaris/meteran Jam/stopwatch Nierbekken,alat,1.0,1,2025-01-21,A812846
Sepatu boot,alat,1.0,1,2025-11-02,A858243
Seperangkat alat EKG 1 Termometer 1,alat,1.0,1,2025-10-11,A521959
Serbet,alat,1.0,1,2025-03-17,A909680
Set Infus (5 pcs),bahan,1.0,1,2025-11-19,B845678
Set Infus Anak (5 pcs),bahan,1.5,2,2025-11-21,B010288
Set Makanan,alat,1.0,1,2025-10-29,A612766
Set Manuver Leopold,alat,1.2,5,2025-11-19,A043340
Set Nebulizer,alat,1.0,1,2025-12-09,A648420
Set Perawatan Luka,alat,1.0,1,2025-04-12,A863301
Set Perawatan Luka,bahan,1.0,1,2025-04-12,B863301
Set Perawatan Luka Steril 2 pcs,alat,1.33,3,2025-12-03,A169773
Set Perineal hygiene,alat,1.0,1,2025-05-08,A251415
Set Steril,alat,1.0,1,2025-12-02,A175681
Set Steril,bahan,1.0,1,2025-12-02,B175681
Set Steril berisi,alat,1.0,2,2025-05-02,A944042
Set Suction bayi dan anak,alat,1.0,1,2025-03-10,A512230
Set TTV,alat,1.2,5,2025-11-19,A603832
Set TTV (1 pcs),alat,1.0,1,2025-11-20,A234405
Set TTV (tensimeter,alat,1.0,1,2025-05-08,A423819
Set TTV tensimeter,alat,1.3,37,2025-12-11,A461671
Set TTV tensimeter,bahan,1.0,11,2025-11-03,B461671
Set Vulva Hygiene,alat,1.25,4,2025-11-19,A775761
Set Vulva hygiene,alat,1.0,1,2025-03-12,A621672
Set Vulva hygiene,bahan,1.0,2,2025-03-12,B621672
Set alat hugnah,alat,1.0,1,2025-02-26,A599197
Set alat hugnah,bahan,1.0,1,2025-02-26,B599197
Set alat perawatan luka post op,alat,1.67,6,2025-12-02,A647389
Set alat perawatan luka post op,bahan,1.0,5,2025-12-02,B647389
Set alat perawatan luka post opKasa steril di tromol kasa,bahan,1.0,1,2025-02-27,B249480
Set bedah minor,alat,1.0,1,2025-07-08,A578743
Set bedah minor (2pcs),alat,1.0,1,2025-05-08,A400754
Set ganti balut,alat,1.0,1,2025-07-25,A139274
Set ganti balut,bahan,1.0,1,2025-07-28,B139274
Set ganti balut (1 pcs),bahan,1.0,1,2025-07-29,B449974
Set hecting,alat,1.22,9,2025-12-18,A130343
Set hecting,bahan,1.0,2,2025-12-02,B130343
Set infus,alat,1.3,10,2025-12-11,A763922
Set infus (infusion set/makro atau mikro),alat,1.0,1,2025-04-02,A391317
Set infus atau injection plug,alat,1.0,1,2025-11-21,A288836
Set infus atau injection plug,bahan,1.0,1,2025-11-21,B288836
Set kateter,alat,1.0,1,2025-02-26,A725386
Set kateter,bahan,1.0,1,2025-02-26,B725386
Set mandi (Sabun mandi,alat,1.0,2,2025-11-21,A482934
Set partus normal Klem tali pusat Gunting episiotomi,alat,1.0,2,2025-08-27,A870270
Set perawatan luka (1 pcs),alat,1.0,1,2025-04-03,A351995
Set perawatan luka Kom steril,alat,1.0,1,2025-04-29,A403971
Set perawatan luka steril (nierbekken,alat,1.0,2,2025-11-26,A241229
Set perawatan luka steril (nierbekken,bahan,1.0,2,2025-11-26,B241229
Set perawatan luka steril Pinset anatomis chirurgis Gunting balut,alat,1.0,2,2025-11-02,A429412
Set persalinan steril,alat,1.0,3,2025-12-02,A400372
Set persalinan steril,bahan,1.0,1,2025-12-02,B400372
Set persalinan steril terdiri atas,alat,1.0,1,2025-11-02,A643949
Set persalinan terdiri dari,alat,2.0,1,2025-04-02,A266140
Set persalinan terdiri dari,bahan,1.0,1,2025-04-02,B266140
Set skin traksi,alat,1.0,1,2025-07-02,A167110
Set skin traksi Katrol (pulley) Tali traksi Beban/pemberat,alat,1.57,7,2025-12-02,A665843
Set untuk Manuver Leopold,alat,1.42,12,2025-11-03,A347713
Set untuk Manuver Leopold,bahan,1.0,9,2025-11-03,B347713
Set untuk Manuver Leopold ( 4 pcs),alat,1.33,6,2025-12-08,A809495
Set untuk perineal hygiene jika,bahan,1.0,3,2025-11-03,B373902
Set untuk perineal hygiene jika perlu (handscoon,alat,1.41,17,2025-12-08,A355640
Set untuk perineal hygiene jika perlu (handscoon,bahan,1.0,6,2025-09-17,B355640
Set untuk vulva hygiene,alat,1.0,2,2025-10-09,A044847
Set untuk vulva hygiene,bahan,1.0,1,2025-02-26,B044847
Set untuk vulva hygiene (handscoon steril,alat,1.27,15,2025-12-11,A519160
Set untuk vulva hygiene (handscoon steril,bahan,1.0,2,2025-10-30,B519160
Sfigmomanometer (tensimeter) Oksigen dan masker oksigen Timer atau stopwatch,alat,1.0,1,2025-06-05,A996755
Sfigmomanometer (tensimeter) Oksigen dan masker oksigen Timer atau stopwatch,bahan,1.0,1,2025-06-05,B996755
Sfigmomanometer dan Stetoskop,alat,1.17,6,2025-12-18,A390667
Shampo bayi Bak mandi Kom bertutup,alat,2.0,1,2025-08-10,A077421
Shirink pump,alat,1.0,4,2025-07-30,A712706
Siapkan bantal,alat,1.5,2,2025-09-17,A470614
Siapkan dan cek alat-alat Baki berisi,alat,1.0,1,2025-04-15,A944516
Siapkan dan cek alat-alat Baki berisi,bahan,1.0,1,2025-04-15,B944516
Sikat gigi dan pasta gigi,alat,1.0,1,2025-03-20,A905056
Simple mask,alat,1.0,1,2025-10-09,A100379
Sinar terang / lampu natural / lampu halogen,alat,1.0,1,2025-12-11,A424122
Sisir,alat,1.0,3,2025-04-25,A119446
Sisir 1,alat,1.0,2,2025-08-10,A692076
Sisir Waslap 4,alat,1.0,2,2025-09-05,A943358
Sketcher,alat,1.0,1,2025-04-17,A456841
Sketsel / tirai,alat,1.0,1,2025-04-12,A723574
Sketsel/tirai,alat,1.0,1,2025-11-18,A559379
Sketsel/tirai,bahan,1.0,1,2025-11-18,B559379
Skin traksi kit,alat,1.0,1,2025-04-29,A779262
Skin traksi set (Tali),alat,1.0,1,2025-02-20,A657703
Skin traksi set (Tali),bahan,1.0,1,2025-02-20,B657703
Skin traksi set (Tali) (1 pcs),bahan,1.0,1,2025-02-18,B723582
Skin traksi ut dewasa,alat,1.25,4,2025-12-11,A090091
Skort (1 pcs),alat,1.0,1,2025-11-20,A790135
Skort Plastik (2 pcs),alat,1.33,3,2025-12-03,A749074
Skort plastik BH ibu,bahan,1.0,1,2025-05-03,B882337
Snelen chart,alat,1.0,1,2025-10-20,A542261
Snelen chart,bahan,1.0,2,2025-10-20,B542261
Snelen test Tisu,bahan,1.0,1,2025-04-02,B430729
Snellen chart / E-chart Kartu Ishihara (buta warna) Penlight/senter,alat,1.0,1,2025-07-02,A685125
Sop kerawatan payudara pnc,alat,1.0,1,2025-09-17,A780178
Spalak/bantalan keras,alat,1.0,2,2025-07-28,A323369
Spalk,alat,1.17,6,2025-12-02,A061785
Spalk,bahan,1.0,1,2025-12-02,B061785
Spalk (1 pcs),bahan,1.0,1,2025-12-09,B000190
Spalk (2),alat,1.0,4,2025-07-30,A155506
Spalk 1,bahan,1.0,1,2025-12-02,B526365
Spalk 2,bahan,1.25,4,2025-12-18,B138734
Spalk 2 pcs,bahan,1.0,1,2025-12-09,B884547
Spalk infus anak,alat,1.33,3,2025-11-21,A886404
Spalk infus anak,bahan,1.0,1,2025-11-21,B886404
Spat/spuit,alat,1.0,2,2025-12-08,A085452
Spat/spuit,bahan,1.0,2,2025-12-08,B085452
Spatel Lidah (1 pcs),alat,1.0,1,2025-11-20,A654372
Spatel lidah,alat,1.0,2,2025-01-31,A473956
Spatel lidah (3pcs),alat,1.5,2,2025-04-25,A396170
Spatel lidah Spekulum hidung kassa,alat,1.0,1,2025-03-12,A847158
Spatel lidah Spekulum hidung kassa,bahan,1.0,2,2025-03-12,B847158
Spatel lidah yang telah dibungkus dengan kain kasa,alat,1.0,1,2025-03-20,A462680
Spatula lidah ( 4 pcs ),alat,1.0,1,2025-06-02,A450341
Sped,alat,1.0,1,2025-05-20,A979944
Speet,bahan,1.0,1,2025-07-30,B258079
Speet Kasa,bahan,1.0,2,2025-07-02,B683711
Spekulum (untuk pemeriksaan vagina/serviks),alat,1.0,1,2025-10-29,A780087
Spekulum hidung (1 pcs),alat,1.0,1,2025-11-20,A432829
Spet 10 CC (2pcs),bahan,1.0,1,2025-02-27,B554837
Spet 10 cc 1 pcs Bak instrumen 2 pcs Pinset anatomi 1 pcs Gunting 1 pcs,alat,1.0,1,2025-12-09,A213973
Spet 3 cc,alat,1.0,1,2025-11-14,A296286
Spet 50cc,alat,1.0,4,2025-07-30,A088036
Spet Kasa tisu NRM RM,bahan,1.0,2,2025-07-28,B888732
Spetel Lidah,alat,1.25,4,2025-11-19,A143960
Spidol (penandaan area nyeri/tekanan),alat,1.0,1,2025-01-21,A472812
Spigmomanometer dan Stetoskop,alat,1.0,1,2025-12-02,A495017
Spigmomanometer dan Stetoskop,bahan,1.0,1,2025-12-02,B495017
Spigmomanometer dan stetoskop,alat,1.5,2,2025-11-02,A409348
Spigmomanometer dan stetoskop,bahan,1.0,1,2025-04-02,B409348
Spignomanometer (2 buah) Baki dan alasnya (secukupnya),alat,1.0,2,2025-02-25,A790951
Splint/brace jika diperlukan untuk,bahan,1.0,1,2025-04-24,B356148
Splint/brace jika diperlukan untuk immobilisasi,alat,1.0,1,2025-04-24,A611824
Spons,alat,1.0,1,2025-10-23,A692198
Sprain (Cedera ligamen,alat,1.0,1,2025-04-24,A337190
Sprain (Cedera ligamen,bahan,1.0,1,2025-04-24,B337190
Spuid,alat,1.0,1,2025-05-16,A266392
Spuid,bahan,1.0,1,2025-12-08,B266392
Spuit,alat,1.0,1,2025-12-09,A225033
Spuit,bahan,1.0,1,2025-02-14,B225033
Spuit 1,alat,1.0,1,2025-10-17,A889336
Spuit 1 cc,alat,1.0,1,2025-12-19,A484240
Spuit 1 ml / tuberkulin syringe Jarum kecil (2627G),alat,1.0,2,2025-11-26,A868972
Spuit 1 ml / tuberkulin syringe Jarum kecil (2627G) Obat/agen uji alergi (misal antibiotik yang akan diberikan) Alkohol swab,bahan,1.0,2,2025-11-26,B316231
Spuit 1 ml 4,alat,1.0,1,2025-08-13,A894363
Spuit 10 cc,alat,1.0,1,2025-12-19,A398544
Spuit 10 cc,bahan,1.0,1,2025-03-04,B398544
Spuit 10 cc (2 pcs),bahan,1.33,3,2025-12-03,B581228
Spuit 10 cc atau 20 cc berisi aquadest/NaCl steril,alat,1.0,2,2025-12-08,A442065
Spuit 10 cc atau 20 cc berisi aquadest/NaCl steril,bahan,1.0,2,2025-12-08,B442065
Spuit 10 mL (4 pcs),alat,1.0,1,2025-07-30,A179699
Spuit 1050 ml (untuk irigasi luka) Perlak/underpad,bahan,1.5,2,2025-06-02,B588228
Spuit 15 ml (flush NaCl 0,bahan,1.0,1,2025-10-30,B673150
Spuit 2,alat,1.0,1,2025-04-02,A072280
Spuit 2,bahan,1.17,6,2025-12-18,B072280
Spuit 2 pcs,alat,1.0,2,2025-04-30,A680667
Spuit 20 cc berisi aquadest/NaCl steril,bahan,1.0,1,2025-11-11,B064830
Spuit 20-50 cc (4),bahan,1.0,1,2025-10-09,B509907
Spuit 2050 mL Stetoskop,alat,1.0,1,2025-05-12,A914972
Spuit 2050 ml (Toomey / catheter tip) Stetoskop,alat,1.2,5,2025-12-12,A424627
Spuit 25 ml dan gunting,alat,1.25,4,2025-10-30,A632623
Spuit 25 ml dan gunting,bahan,1.2,5,2025-11-19,B632623
Spuit 2cc (5 pcs),bahan,1.0,1,2025-11-19,B533839
Spuit 3 ml 3,alat,1.0,1,2025-08-13,A276453
Spuit 3cc (5 pcs),bahan,1.0,1,2025-04-03,B972479
Spuit 3cc (5),alat,1.0,4,2025-07-30,A578011
Spuit 5 atau 10 ml,alat,1.0,5,2025-11-08,A593274
Spuit 5 cc 1,alat,1.25,4,2025-12-18,A148965
Spuit 5-10 cc (4 pcs),alat,1.0,5,2025-09-18,A018441
Spuit 50 cc,alat,1.0,1,2025-10-14,A680968
Spuit 50 cc,bahan,1.0,2,2025-10-14,B680968
Spuit 50 cc (1 pcs),bahan,1.0,1,2025-11-20,B147260
Spuit 50 cc gunting ( 4 pcs),bahan,1.0,1,2025-09-29,B209928
