nama_barang,tipe,rata_rata_per_hari
Lampu sorot 60 watt,bahan,1.0
Laporan kerja,alat,1.0
Larutan NaCl 0,bahan,2.19
Larutan antiseptik,alat,1.0
Larutan antiseptik,bahan,1.0
Larutan antiseptik (NaCl,alat,1.5
Larutan antiseptik (NaCl,bahan,1.5
Larutan irigasi (peryhifrol 13,alat,1.0
Larutan klorin 0,bahan,1.0
Leenec / dopler,alat,1.0
Leenec / dopler,bahan,1.0
Leenec/doppler,alat,1.17
Lembar KPSP / DDST (Denver II) Meja kursi pemeriksaan,alat,1.0
Lembar KPSP sesuai usia anak Alat tulis,alat,1.0
Lembar observasi aktivitas Format dokumentasi keperawatan Masker,bahan,1.0
Lembar observasi perawatan gips,bahan,1.0
Lembar observasi reaksi alergi Epinefrin emergency kit (stand,bahan,1.0
Lembar observasi/dokumentasi keperawatan,bahan,1.0
Lembar partograf,alat,1.17
Lembar partograf (pratograf) Pulpen / pensil,alat,1.5
Lembar patograf,alat,2.0
Lembar patograf,bahan,1.0
Lembar pengkajian ANC Handscoon non-steril Masker medis,bahan,1.0
Lembar portograf,alat,1.0
Lembar portograf,bahan,1.0
Lembar/skala pengkajian nyeri,alat,1.5
Length board (pengukur panjang badan bayi),alat,1.5
Lidi kapas,alat,1.0
Lidi kapas,bahan,1.0
Lidi kapas / cutton swab steril,alat,1.0
Lidi kapas / cutton swab steril,bahan,1.0
Lidi kapas / cutton swab steril (1 pcs),bahan,1.0
Lidi kapas 2 buah,bahan,1.0
Light pen,alat,1.0
Light pen,bahan,1.0
Lila,alat,1.0
Linen bersih (alas,bahan,1.0
Linen bersih (alas periksa,bahan,1.0
Linen bersih (handuk,bahan,1.0
Linen bersih (sprei,bahan,1.0
Linen bersih Perlak / underpad,bahan,1.25
Linen bersih Perlak / underpad Masker medis Plester,bahan,1.0
Linen steril/bersih (alas inkubator) Popok bayi,bahan,1.0
Linex,alat,1.14
Linex,bahan,1.0
Linex 2,alat,1.0
Long spinal board,alat,1.0
Long spine board,alat,1.0
Lotion,bahan,1.33
Magill atau Kelly forcep dan laryngoscope (1),alat,1.0
Mainan sesuai usia anak,bahan,1.0
Mainan simulasi bencana Tas emergency,alat,1.0
Makanan dengan porsi dan menu sesuai program,alat,1.0
Makanan pasien,alat,1.0
Manajemen HPP,bahan,1.0
Manajemen HPP Alat,alat,1.0
Manekin ibu hamil (untuk praktikum),alat,1.0
Manekin ibu hamil (untuk praktikum) Wadah alat (tray bengkok/nierbekken),alat,1.0
Manekin ibu hamil (untuk simulasi RJP),alat,1.0
Manekin ibu hamil (untuk simulasi RJP),bahan,1.0
Mangkuk cuci tangan (1pcs),bahan,1.0
Manometer cvp Cvp set Threeway,bahan,1.0
Manset anak (1),alat,1.0
Masker,alat,1.7
Masker,bahan,1.57
Masker (1 kotak),alat,1.33
Masker (1pcs),alat,1.0
Masker (4 pcs),bahan,1.0
Masker Handscoon bersih,bahan,1.0
Masker Nebul,alat,1.0
Masker Oksigen,alat,1.0
Masker Oksigen,bahan,1.0
Masker Sarung Tangan,bahan,1.0
Masker atau corong mulut Masker,alat,1.0
Masker bedah,alat,1.0
Masker dan apron untuk proteksi,alat,1.0
Masker dan google,alat,1.0
Masker dan google,bahan,2.0
Masker handscoon bersih,bahan,1.5
Masker medis,bahan,1.67
Masker medis Kasa steril Alkohol 70 Klem tali pusat Gunting steril,bahan,1.0
Masker medis Kasa steril Alkohol swab NaCl 0,bahan,1.0
Masker oksigen (simple,alat,1.0
Masker/google,alat,1.0
Materi Edukasi,alat,1.6
Materi Edukasi,bahan,1.0
Materi Edukasi Timbangan BB,bahan,1.0
Materi Edukasi Timbangan BB Pengukur TB Bengkok 1 buah,alat,1.0
Materi Edukasi Timbangan BB Pengukur TB Bengkok 1 buah,bahan,1.0
Media komunikasi anak (boneka/mainan kecil untuk pendekatan),alat,1.0
Meja Kursi,alat,1.0
Meja Pemeriksaan,alat,1.0
Meja instrumen,alat,1.0
Meja instrumen Baskom Timbangan bayi,alat,1.0
Meja instrumen Termometer,alat,1.0
Meja kursi,alat,1.0
Meja makan pasien Jam / stopwatch Tensimeter Stetoskop,alat,1.0
Meja periksa / bed,alat,2.0
Meja periksa / bed Lampu sorot / penlight,alat,1.0
Meja periksa / permukaan datar aman Sprei / underpad / perlak,alat,1.0
Meja periksa / tempat tidur bayi,bahan,1.0
Meja periksa / tempat tidur bayi Selimut bayi,alat,1.5
Meja periksa / tempat tidur pemeriksaan,alat,1.0
Meja periksa Nierbekken,alat,1.0
Meja resusitasi / radiant warmer Handuk / kain kering hangat Topi bayi,alat,1.0
Meja resusitasi / radiant warmer Lampu sorot / sumber panas Penghisap lendir (suction bulb / mucus extractor),alat,1.0
Meja untuk klien Kursi roda,alat,1.0
Meja/ tempat tidur Tempat pakaian kotor Tempat sampah,alat,2.0
Memasang diapers,alat,1.0
Memasang diapers,bahan,1.0
Memberi makan lewat NGT OGT,alat,1.0
Memberi makan melalui NGT Persiapan,alat,1.0
Mengenali Irama Pernafasan Abdomen,alat,1.0
Merawat kateter supra pubrik,alat,1.0
Merawat kateter supra pubrik,bahan,1.0
Merawat ostomi,alat,1.0
Mesin Suction,alat,1.0
Mesin suction,alat,1.0
Mesin suction (1),alat,1.0
Mesin suction elektrik atau manual (2 pcs),alat,1.0
Mesin suction kateter bayi,alat,1.0
Metcovazim hijau NaCl 0,bahan,1.0
Meteran,alat,1.0
Meteran (1),alat,1.0
Meteran (2 pcs),alat,1.0
Meteran LILA,alat,1.35
Meteran LILA,bahan,1.0
Meteran LILA ( 4 pcs),alat,1.33
Meteran LILA (1 pcs),alat,1.0
Meteran LILA (Lingkar Lengan Atas) Meteran pita (tinggi fundus uteri) Termometer,alat,1.0
Meteran LILA Penlight Reflek hammer,alat,1.0
Meteran Lila (1 Pcs) Meteran Lika (1 Pcs),alat,1.0
Meteran pita,alat,1.0
Meteran pita ( 4 pcs ),alat,1.0
Meteran pita (TFU LILA) Meja periksa / bed periksa Lampu periksa / penlight,alat,1.0
Meteran pita (TFU LILA) Meja periksa / bed periksa Lampu periksa / penlight USG (bila tersedia),alat,1.0
Meteran pita (lingkar kepala,bahan,1.0
Meteran pita (pengukuran TFU/LILA) Palpasi Leopold (bed periksa),alat,1.0
Meteran/metline 2 sisi (2),alat,1.0
Meteran/metline 2 sisi (2),bahan,1.0
Methergin,alat,1.0
Methergin,bahan,1.14
Metkovazin,bahan,1.0
Microtoa,alat,1.0
Microtoa( pengukur TB),alat,1.0
Microtoice,alat,1.0
Microtoice 1pcs,bahan,1.0
Microtoise,alat,1.0
Microtoise / stadiometer (tinggi badan anak),alat,1.5
Mikrotoa,alat,1.0
Mikrotoa TB (1 Pcs),alat,1.0
Minyak kayu putih Sabun,bahan,1.0
Minyak telon / baby oil Kasa steril,bahan,1.0
Mitela,alat,1.0
Mitela (5 pcs),alat,1.0
Mitela 4,bahan,1.0
Mitela 4 (pcs ),alat,1.5
Mitela papan bidai habdscoon kasa plaster,alat,1.0
Mitella,bahan,1.0
Model makanan (3 pasang),alat,1.0
Model/alat peraga KB (IUD,alat,1.25
Modern dressing,alat,1.0
Modern dressing (sesuai kebutuhan),bahan,1.0
Monitor EKG,alat,1.0
Monitor EKG,bahan,1.0
Monitor tanda vital neonatal Pulse oximeter neonatal,alat,1.0
NACL,bahan,1.36
NACL 09,bahan,1.0
NACL 09 1 kolf,bahan,1.0
NACL),bahan,1.0
NGT,bahan,1.0
NGT NO 5-12 (4 pcs),alat,1.0
NGT No14 atau 16 (untuk anak lebih kecil),alat,1.0
NGT No14 atau 16 (untuk anak lebih kecil),bahan,1.0
NPA (1),alat,1.0
NRM (2 pcs),bahan,1.0
NRM RM,bahan,1.0
NaCL,alat,1.0
NaCL 0,bahan,1.0
NaCl,alat,1.0
NaCl,bahan,1.17
NaCl (1 pcs),bahan,1.0
NaCl 0,alat,1.44
NaCl 0,bahan,1.62
NaCl 1 klof,bahan,1.0
NaCl 2 pcs kom 1pcs,alat,1.0
NaCl 2 pcs kom 1pcs,bahan,1.0
NacL,bahan,2.0
Nacl,alat,1.0
Nacl,bahan,1.12
Nacl (1 pcs),bahan,1.0
Nacl (2 pcs),alat,1.0
Nacl (4pcs),bahan,1.0
Nacl 0,bahan,1.0
Nacl 1,alat,1.0
Nacl 1 pcs,bahan,1.0
Nacl 1pcs,bahan,1.25
Nacl 500ml,bahan,1.0
Nacl Hipafix,bahan,1.0
Nacl Obat cair masker,bahan,1.0
Nacl RL,bahan,1.0
Nacl/aquades,alat,1.0
Nampan (3 pcs),alat,1.0
Nasal Kanul,alat,1.0
Nasal kanul,alat,1.14
Nasal kanul (1),alat,1.0
Nasal kanul (1pcs),alat,1.0
Nasal kanul (2 pcs),bahan,1.0
Nascl 0,alat,1.0
Nasogastric tube (NGT) ukuran sesuai pasien,bahan,1.0
Nebul set,bahan,1.0
Nebulizer,alat,1.0
Nebulizer (1pcs),alat,1.0
Nebulizer (kompresor,alat,1.0
Nebulizer kom,alat,1.0
Nebulizer lengkap,alat,2.86
Nebulizer lengkap,bahan,2.17
Nebulizer lengkap (1 pcs),alat,1.0
Nebulizer lengkap (1 pcs),bahan,1.0
Nebulizer set,alat,1.0
Neck,alat,1.0
Neck collar,alat,1.0
Needle hecting,alat,1.6
Needle hecting,bahan,1.0
Needle holder Medis,alat,1.6
Needle holder Medis,bahan,1.0
Needle holder Medis Needle hecting Underpad Handscoon steril Handsanitazier,bahan,1.67
Neil heacting,alat,1.0
Neil heacting,bahan,1.0
Ngt no 5 1,alat,1.25
Ngt selang ngt,alat,1.0
Nierbeken,alat,1.0
Nierbeken 1 pcs,alat,1.0
Nierbeken(2pcs),alat,1.0
Nierbekken (bengkok) Tray set perawatan luka,alat,2.12
Nierbekken / nampan alat Perlak / underpad,alat,1.0
Nirbeken,alat,1.0
Npa,alat,1.0
Nrm,alat,1.0
Numeric Rating Scale (NRS),alat,1.5
OGT,bahan,1.0
OGT no 5 (5 pcs),bahan,1.0
OPA,alat,1.0
OPV,bahan,1.0
Obat,bahan,1.0
Obat (Ventolin,alat,2.5
Obat (Ventolin,bahan,2.4
Obat (ventolin/bisolvon/combiven,bahan,1.0
Obat Nebul spuit handsoon masker,bahan,1.0
Obat Ventolin / Bisolvon / Combiven,bahan,2.33
Obat anestesi,bahan,1.0
Obat anestesi 1pcs),bahan,1.0
Obat anti nyeri (jika tersedia dan diperbolehkan),alat,1.0
Obat anti nyeri (jika tersedia dan diperbolehkan),bahan,1.0
Obat antiinflamasi (jika diperlukan oleh medis),alat,1.0
Obat antiinflamasi (jika diperlukan oleh medis),bahan,1.0
Obat antikejang antipiretik (sesuai program medis) Perlak / underpad,bahan,1.5
Obat jika ada,alat,1.0
Obat luka,alat,1.38
Obat luka,bahan,1.36
Obat luka sesuai kebutuhan spuit 20 dan 60cc,alat,1.0
Obat nebu combifen,bahan,1.0
Obat obatan,alat,1.0
Obat p3k 1,alat,1.0
Obat supositoria (5pcs),alat,1.0
Obat tetes mata bayi,bahan,1.0
Obat tetes mata bayi (antibiotik profilaksis),bahan,1.14
Obat topikal ( misal Betadine,bahan,1.0
Obat topikal (5pcs),alat,1.0
Obat topikal sesuai kebutuhan,bahan,2.0
Obat topikal sesuai kebutuhan (contoh betadine cair,bahan,2.4
Obat topikal sesuai kebutuhan (contoh bethadine cair,alat,1.33
Obat topikal sesuai kebutuhan (contoh bethadine cair,bahan,1.0
Obat vaginal (5pcs),alat,1.0
Obat(Ventolin/bisolvon/Combiv en,bahan,1.0
Obat(Ventolin/bisolvon/Combiven,alat,1.0
Obat(Ventolin/bisolvon/Combiven,bahan,1.0
Obat-obat premedikasi,alat,1.0
Obat-obat premedikasi,bahan,1.0
Obat-obatan spuit handscoon,bahan,1.0
Obat-obatan spuit handscoon gelang pasien,bahan,1.0
Obat/agen uji alergi (misal antibiotik yang akan diberikan),alat,1.0
Occluder mata / kasa Pinhole,alat,1.0
Okrigen lengkap,alat,1.0
Okrigen lengkap,bahan,1.0
Oksi Meter,alat,1.0
Oksi Meter,bahan,1.0
Oksigen,alat,1.0
Oksigen (1 pcs),alat,1.0
Oksigen (1pcs),alat,1.0
Oksigen Nasal Kanul dan simple mask dan NRM,alat,1.0
Oksigen lengkap bicanule,alat,2.0
Oksigen set,alat,1.33
Oksigen set (tabung,alat,1.0
Oksigen set / oksigen lengkap,alat,2.5
Oksigen set / oksigen lengkap,bahan,2.4
Oksigen set / oksigen lengkap Nebulizer lengkap,alat,2.0
Oksimetri,alat,1.0
Oksimetri (2 pcs),alat,1.0
Oksitosin,alat,1.5
Oksitosin,bahan,1.11
Oksitosin (4 set),alat,2.0
Oksitosin 10 IU (AMTSL) Cairan infus (RL/NaCl 0,bahan,1.0
Opa,alat,1.0
Opa npa,alat,1.0
Oropharyngeal airway (OPA/Guedel) Nasopharyngeal airway (NPA) Laringoskop blade,alat,1.0
Otoskop,alat,1.33
Otoskop (1),alat,1.0
Otoskop Bengkok Kom steril Spuit,alat,1.0
PAP,alat,1.0
PAWP,alat,1.0
PCV,bahan,1.0
PELARUT 4 pcs VAKSIN CAMPAK 1 pcs,alat,1.0
PNC,alat,1.0
PNC,bahan,1.0
Pakaian,alat,1.0
Pakaian Ganti,alat,1.0
Pakaian bayi,bahan,1.0
Pakaian bersih 2,bahan,1.0
Pakaian ganti bayi Handscoon bersih Pengalas,bahan,2.0
Pakaian ganti ibu Washlap (2 pcs) Bantal phantom bayi,bahan,1.0
Pakaian tidur pasien Minyak aromaterapi Kapas/tisu,bahan,1.0
Palpation hammer (reflex hammer),alat,1.33
Panjang pita ukur Plester / fiksasi NGT Gunting,alat,1.2
Panthom rjp dewasa,alat,1.0
Panthon tangan infus,alat,2.33
Panthon tangan infus,bahan,2.0
Pantom,alat,1.0
Pantom Bayi,alat,1.0
Pantom Ibu Hamil (2) Lecbec/Doppler (4),alat,1.0
Pantom Ibu Hamil (2) Lecbec/Doppler (4),bahan,1.0
Pantom Luka,alat,1.33
Pantom RJP,alat,1.0
Pantom RJP BVM,alat,1.0
Pantom anak dan bayi,alat,1.0
Pantom anatomi ( semuanya),alat,1.0
Pantom bayi,alat,1.17
Pantom gigi,alat,1.0
Pantom kaki,alat,1.0
Pantom kaki ut heacting,alat,1.0
Pantom kaki ut heacting,bahan,1.0
Pantom kaki ut heacting Pantom luka tangan Pantom panggul,alat,1.0
Pantom luka bakar,alat,1.0
Pantom luka tangan,alat,1.0
Pantom luka tangan,bahan,1.0
Pantom panggul,alat,1.0
Pantom panggul,bahan,1.0
Pantom panggul ut amputasi,alat,1.6
Pantom panggul ut amputasi,bahan,1.0
Pantom payudara,alat,1.0
Pantom redressing,alat,1.6
Pantom redressing,bahan,1.0
Pantom rjp,alat,1.0
Pantom rjp (1),alat,1.0
Pantom rjp 1,alat,1.0
Pantom rjp dan ambu bag,alat,1.0
Pantom stetoskop,alat,3.0
Pantom tangan,alat,1.0
Pantom tangan luka,alat,1.0
Pantom ut hecting,alat,1.6
Pantom ut hecting,bahan,1.0
Panton Rjp Ambu bag Henskun,alat,1.0
Panton rjp Hendskon Ambubag,alat,1.0
Papan datar (untuk melakukan kompresi dada,bahan,1.0
Papan datar (untuk melakukan kompresi dada),alat,1.0
Papan tangan untuk klien anak jika perlu,alat,1.44
Partograf,alat,1.0
Pelarut (BCG,bahan,1.0
Pelumas,bahan,1.15
Pelumas (lubricant jelly) Air matang / aquadest Kapas / kasa,bahan,1.17
Pelumas (lubricant jelly) Air matang / aquadest Kasa / kapas,bahan,1.0
Pelumas (lubricant jelly) Kasa steril,bahan,1.0
Pelumas (lubricant jelly) Tisu / kain lembut Plester hypoallergenic,bahan,5.0
Pelumas (lubricant),bahan,1.5
Pelumas (water-soluble lubricant) Air hangat dalam gelas (untuk membantu menelan,bahan,1.0
Pelumas steril / lubricant jelly Tisu / kain lembut,bahan,1.0
Pemasangan NGT Persiapan,alat,1.0
Pemasangan kateter,alat,1.0
Pemasangan kateter,bahan,1.0
Pembalut,alat,1.0
Pembalut / perban elastis,bahan,1.0
Pembalut / perban elastis Alkohol swab,bahan,1.43
Pembalut Materniti,bahan,1.5
Pembalut materniti,alat,1.2
Pembalut materniti,bahan,1.27
Pembalut materniti (2 pcs) Celana dalam ibu (2 pcs) Kain penutup,bahan,1.0
Pembalut materniti 2 pcs) Celana dalam ibu yang bersih (2 pcs),bahan,1.0
Pembalut nifas (maternity pad),bahan,1.0
Pembalut nifas (maternity pad) Kasa steril,bahan,1.15
Pembalut nifas / maternity pad pelumas / lubricant untuk pemeriksaan perineum,bahan,2.0
Pembalut/ verbal steril dan betadine,bahan,1.0
Pemeriksaaan Fisik Pernafasan,alat,1.0
Pemeriksaan fisik gangguan pencernaan,alat,1.0
Pemeriksaan mata alat snellen,bahan,1.0
Pemeriksaan snelen,bahan,1.0
Pen Gluko cek (1 Pcs),alat,1.0
Pen light,alat,1.0
Pen light (2 pcs) Bengkok (2 pcs),alat,1.2
Pen light (4 pcs),alat,1.0
Pena untuk menandai lokasi suntikan,bahan,1.0
Pena untuk menandai lokasi suntikan Lembar observasi reaksi alergi Epinefrin emergency kit (stand by),alat,1.0
Penetes vaksin dropper (Polio danRotavirus) (1pcs),alat,1.0
Pengalas,alat,2.56
Pengalas,bahan,1.0
Pengalas (2),alat,1.0
Pengalas (4),alat,1.0
Pengalas (4pcs),bahan,1.0
Pengalas / perlak,alat,1.0
Pengalas 2 pcs,alat,1.33
Pengalas dan perlak,alat,1.0
Pengalas perlak,alat,2.4
Pengalas perlak,bahan,2.4
Pengalas/underpad,alat,1.33
Pengalas/underpad,bahan,1.0
Pengambilan sampel sputum,alat,1.0
Pengganjal dagu,alat,1.0
Penghisap lendir atau delee,alat,1.0
Penghisap lendir atau delee (4 set),alat,2.0
Penghubung aliran listrik,alat,2.6
Penghubung aliran listrik,bahan,2.4
Pengikat sederhana dari kain,bahan,1.0
Pengikat sederhana dari kain bersih,alat,1.0
Pengikat sederhana dari kain bersih (darurat),alat,1.0
Pengisap lender / de lee,alat,1.0
Pengisap lender / de lee,bahan,1.0
Pengisap lender / de lee Selimut dan topi bayi Set hecting,alat,1.0
Pengisap lendir / de lee,alat,2.0
Pengisap lendir / de lee,bahan,1.0
Pengisap lendir/De Lee,alat,1.17
Penglihatan,alat,1.2
Pengukur,alat,1.0
Pengukur TB,alat,2.0
Pengukur TB,bahan,1.0
Pengukur frekuensi napas,alat,1.5
Pengukur lingkar kepala lingkar dada,alat,1.5
Pengukur lingkar otot / meteran Stopwatch,alat,2.0
Pengukur panjang badan bayi Meteran pita (lingkar kepala dada) Termometer,alat,1.0
Pengukur panjang badan bayi Penghisap lendir bayi (bulb syringe /,alat,1.0
Pengukur tinggi badan ( 4 pcs ),alat,1.0
Pengukur tinggi badan / microtoise Pita LILA,alat,1.0
Pengukuran aliran flowmeter dan humidifier (1),alat,1.0
Penimbang BB (3 pcs),alat,1.0
Peniti / tusuk gigi Sarung tangan medis,bahan,1.0
Penjepit selang (clamp),alat,1.0
Penlight,alat,1.35
Penlight,bahan,1.0
Penlight ( 4 pcs ),alat,1.0
Penlight ( 4 pcs),alat,1.33
Penlight (1 pcs),alat,1.0
Penlight (3pcs),alat,1.5
Penlight (4 psc) Refleks hammer (4 pcs) Meteran pita (4 pcs),alat,1.0
Penlight (kalau perlu) Penggaris / meteran Gunting,alat,1.0
Penlight / senter,alat,1.5
Penlight / senter kecil Timbangan berat badan Pengukur tinggi badan / microtoise,alat,1.33
Penlight 1,alat,1.25
Penlight Pantom Bayi Perlak/Pengalas Lampu Sorot Handuk Kecil KMS/Alat Tulis,alat,1.0
Penlight Reflek hammer,alat,1.0
Penopang kaki (foot board),alat,1.71
Penutup NGT/arteri klem,alat,1.0
Penutup NGT/arteri klem,bahan,1.0
Penutup NGT/arteri klem Sarung tangan bersih,alat,1.0
Penutup NGT/arteri klem Sarung tangan bersih,bahan,1.0
Penutup kepala apron Kasa steril,bahan,1.0
Penyangga (misalnya brace atau sling),alat,1.0
Penyangga (misalnya brace atau sling),bahan,1.0
Penyangga (sling) jika diperlukan,alat,1.0
Penyangga (sling) jika diperlukan,bahan,1.0
Penyangga cairan infus (tiang infus),alat,1.0
Penyangga lengan (gulungan kain/handuk kecil),alat,1.0
Penyangga sendi (support brace),alat,1.0
Penyangga sendi (support brace),bahan,1.0
Peralatan makan Pispot,alat,1.0
Perangkat Pelindung Diri,alat,1.0
Perangkat Pelindung Diri,bahan,1.0
Perangkat yang telah diinstal Aplikasi,alat,1.0
Perawatan kolostomi,alat,1.0
Perawatan payudara,alat,1.0
Perawatan payudara,bahan,1.0
Perawatan tali pusar,alat,1.0
Perawatan tali pusar,bahan,1.0
Perban,bahan,1.0
Perban Elastis 4 (pcs),alat,1.5
Perban atau kain segitiga (untuk mengikat bidai),alat,1.0
Perban atau kain segitiga (untuk mengikat bidai),bahan,1.0
Perban dan Handscoon,alat,1.0
Perban elasitis,alat,1.0
Perban elastis,alat,1.0
Perban elastis,bahan,1.0
Perban elastis (2 psc),alat,1.0
Perban elastis (4 pcs),bahan,1.0
Perban elastis (elastic bandage) untuk kompresi,alat,1.0
Perban elastis (elastic bandage) untuk kompresi,bahan,1.0
Perban elastis / perban gulung Plester non-alergi,bahan,1.0
Perban elastis atau elastic wrap,alat,1.0
Perban elastis atau elastic wrap,bahan,1.0
Perban elastis atau perban gulung,alat,1.5
Perban elastis atau perban gulung,bahan,1.5
Perban elastis atau perban kasa Kapas,bahan,1.0
Perban gulung,bahan,1.0
Perban kasa / perban elastis Kapas,bahan,1.0
Perban transparan,bahan,1.0
Perineal Care,alat,1.0
Perineal Care,bahan,1.0
Perlak,alat,1.08
Perlak,bahan,1.0
Perlak (1 pcs),alat,1.0
Perlak (2 buah),alat,1.0
Perlak (2),alat,1.0
Perlak (2),bahan,1.0
Perlak / underpad,bahan,1.0
Perlak / underpad Linen bersih,bahan,1.0
Perlak / underpad Masker medis,bahan,1.0
Perlak / underpad Pembalut nifas,bahan,1.0
Perlak 1 buah,alat,1.11
Perlak 1 buah,bahan,1.0
Perlak 1 pcs,bahan,1.0
Perlak 2,alat,1.0
Perlak 2pcs,alat,1.0
Perlak 2pcs,bahan,1.0
Perlak Meteran Dooplee,alat,1.0
Perlak Meteran Dooplee,bahan,1.0
Perlak alas,alat,1.0
Perlak alas Handuk lation Alat cukur Baskom Tensimeter Termometer Oksimeter,alat,1.0
Perlak dan alas Ember air kotor Nierbekken / wadah,alat,1.0
Perlak dan alas luka,alat,1.0
Perlak dan alasnya,alat,1.0
Perlak dan alasnya,bahan,1.0
Perlak dan handuk dalam satu gulungan dengan handuk bagian dalam,alat,1.0
Perlak dan handuk dalam satu gulungan dengan handuk bagian dalam,bahan,1.0
Perlak dan pengalas,alat,1.0
Perlak pangalas,alat,1.25
Perlak pengalas,alat,1.23
Perlak pengalas,bahan,1.0
Perlak pengalas / underpad,alat,1.1
Perlak pengalas / underpad,bahan,1.0
Perlak/ Pengalas,alat,1.0
Perlak/ Pengalas,bahan,1.0
Perlak/ Pengalas (1 pcs),alat,1.0
Perlak/underpad,alat,2.33
Perlakuan 1 pcs,alat,1.0
Perlengkapan Anafilaktik,bahan,1.0
Perlengkapan Anafilaktik (1pcs),alat,1.0
Perlengkapan bayi baby oil,alat,2.0
Persiapan,alat,1.0
Phantom,alat,1.0
Phantom BHD,alat,1.0
Phantom BHD (3),alat,1.0
Phantom BHD 1,bahan,1.0
Phantom BVM,alat,1.0
Phantom gigi Tensi Digital Meteran Timbangan pita LILA,alat,1.0
Phantom ibun hamil 1,alat,1.0
Phantom kaki (1),alat,1.0
Phantom perut ibu hamil (1) Spalk (3),alat,1.0
Phantom pria,alat,1.0
Phantom trakeostomi (1 pcs),alat,1.0
Pins,alat,1.0
Pins,bahan,1.0
Pins (1 pcs),alat,1.0
Pinset,alat,1.0
Pinset (bila perlu) Nierbekken Lampu senter,alat,1.17
Pinset 1,alat,1.25
Pinset Anatomi (1 pcs),alat,1.0
Pinset Gunting,alat,1.0
Pinset anatomi 1 pcs Suction 1,alat,1.0
Pinset anatomi Nierbekken,alat,1.0
Pinset anatomi Pinset chirurgis Gunting kasa,alat,1.5
Pinset anatomi Pinset cirurgis,alat,1.5
Pinset anatomi chirurgis Doppler / Pinard Tensimeter,alat,1.0
Pinset anatomi pinset chirurgis Gunting perban / gunting jaringan Klem (artery,alat,1.0
Pinset anatomis,alat,1.0
Pinset anatomis,bahan,1.0
Pinset anatomis (2 pcs),alat,1.0
Pinset anatomis (2),alat,1.0
Pinset anatomis (2bh),alat,1.0
Pinset anatomis 2,alat,1.25
Pinset anatomis 2 bh Pinset cirugis 2 bh Com kecil 1 bh Gunting jaringan 1 bh,alat,1.0
Pinset anatomis 2 buah,alat,1.0
Pinset anatomis 3,alat,1.0
Pinset anatomis Pinset chirurgis Gunting kasa,alat,2.2
Pinset atau arteri klem,alat,1.0
Pinset atau arteri klem Sikat gigi,alat,1.0
Pinset chirurgis (1),alat,1.0
Pinset chirurgis 1,alat,1.0
Pinset chirurgis 1 buah,alat,1.0
Pinset chirurgis Gunting kasa,alat,1.0
Pinset cirugis,alat,1.0
Pinset cirugis 2,alat,1.25
Pinset cirugis 2 Gunting heacting aff Gunting jaringan Com kecil,alat,1.25
Pinset sirugis (2),alat,1.0
Pinset steril,alat,1.0
Pinset sugiris (2pcs),alat,1.0
Pinset surigis (2 pcs),alat,1.0
Pinset surigis Pinset anatomis,alat,1.0
Pipet jika perlu,alat,1.0
Pipet tetes/ Dorpler 2,alat,1.0
Piring,alat,1.0
Piring (1pcs) Sendok (1 pcs) Garpu (1pcs),bahan,1.0
Piring (3 pcs),alat,1.0
Pisau jika perlu,alat,1.0
Pispot,alat,1.2
Pispot (1 pcs),alat,1.0
Pispot Kom Baskom Bengkok,alat,1.0
Pispot dan botol cebok,alat,1.0
Pispot dan perlak (untuk bantu bab dan bak),alat,1.0
Pispot dan tutupnya atau urinal,alat,1.0
Pita LILA (Lingkar Lengan Atas) Meja pemeriksaan / alas ukur,alat,1.5
Pita lila (3 pcs),alat,1.0
Pita lingkar lengan alas (LILA),alat,1.0
Pita pengukur,alat,1.0
Pita ukur (1 pcs) Timbangan bayi (1 pcs) Pengalas ( 2 pcs) Termometer (4 pcs),alat,1.2
Pita ukur (1),alat,1.0
Pita ukur Plester Gunting Nierbekken,alat,1.0
Pita ukur lingkar kepala,alat,1.0
Plaster,alat,1.0
Plaster,bahan,1.0
Plaster (1pcs),bahan,1.0
Plaster 1,bahan,1.25
Plastic untuk tempat barang-barang klien,alat,1.0
Plester,alat,1.2
Plester,bahan,1.3
Plester (1 buah),bahan,1.0
Plester (1 pcs),bahan,1.0
Plester (4),bahan,1.0
Plester (micropore atau hypoallergenic tape),alat,1.5
Plester (micropore atau hypoallergenic tape),bahan,1.5
Plester (putih),alat,1.0
Plester (putih),bahan,1.0
Plester (untuk fiksasi ulang NGT),bahan,1.0
Plester / fiksasi NGT Gunting,alat,1.0
Plester / fiksasi kateter Tisu / handuk bersih,bahan,1.0
Plester / hipafix,bahan,1.0
Plester / perekat infus Set balut infus,bahan,1.0
Plester / perekat medis,bahan,1.0
Plester / perekat medis Underpad / perlak Linen steril/bersih Popok bayi,bahan,1.0
Plester / transparent dressing (mis,bahan,1.0
Plester / verban / elastic bandage NaCl 0,bahan,2.0
Plester / verban / elastic bandage Tempat sampah medis safety box,bahan,1.0
Plester 1 gulung Perban 1gulung Duk steril 1 pcs,bahan,1.0
Plester Hypafix,alat,1.43
Plester Hypafix,bahan,1.3
Plester Hypafix (1),bahan,1.0
Plester Hypafix (2),bahan,1.33
Plester Hypafix Gunting verban,alat,1.0
Plester Hypavik,alat,1.0
Plester Hypavik,bahan,1.0
Plester Kasa Verban kapas,bahan,1.0
Plester dan gunting,alat,1.0
